All Transactions Activity Types

Account Activity for Individual Brokerage -xxxx from Prior Year

Total:,-125305.18

Activity/Trade Date,Transaction Date,Settlement Date,Activity Type,Description,Symbol,Cusip,Quantity #,Price $,Amount $,Commission,Category,Note
08/18/25,08/18/25,08/15/25,Option Assigned,CALL LAC    08/15/25     2.500,LAC,--,3.0,,0.0,0.0,--,--
08/18/25,08/18/25,08/18/25,Sold,LITHIUM AMERS CORP NEW,LAC,--,-300.0,2.5,749.95,0.0,--,--
08/15/25,08/15/25,08/18/25,Sold,ARRAY TECHNOLOGIES INC COM SHS UNSOLICITED TRADE,ARRY,--,-9.0,6.3,56.7,0.0,--,--
08/14/25,08/14/25,08/15/25,Bought,T1 ENERGY INC NEW UNSOLICITED TRADE,TE,--,6.0,1.2,-7.2,0.0,--,--
08/14/25,08/14/25,08/15/25,Bought,HIMS & HERS HEALTH INC COM CL UNSOLICITED TRADE,HIMS,--,1.0,45.83,-45.83,0.0,--,--
08/14/25,08/14/25,08/15/25,Bought,NEOS NASDAQ-100 HIGH INC ETF UNSOLICITED TRADE,QQQI,--,1.0,53.8,-53.8,0.0,--,--
08/14/25,08/14/25,08/15/25,Bought,UPSTART HLDGS INC UNSOLICITED TRADE,UPST,--,2.0,63.2,-126.4,0.0,--,--
08/14/25,08/14/25,08/15/25,Bought,QUANTUM COMPUTING INC UNSOLICITED TRADE,QUBT,--,10.0,15.3,-153.0,0.0,--,--
08/14/25,08/14/25,08/15/25,Bought,UPSTART HLDGS INC UNSOLICITED TRADE,UPST,--,1.0,63.23,-63.23,0.0,--,--
08/14/25,08/14/25,08/15/25,Bought,IONQ INC UNSOLICITED TRADE,IONQ,--,2.0,39.9,-79.8,0.0,--,--
08/14/25,08/14/25,08/15/25,Bought,PONY AI INC ADR UNSOLICITED TRADE,PONY,--,1.0,14.85,-14.85,0.0,--,--
08/14/25,08/14/25,08/15/25,Bought,UPSTART HLDGS INC UNSOLICITED TRADE,UPST,--,2.0,63.3,-126.6,0.0,--,--
08/14/25,08/14/25,08/15/25,Bought,WHEATON PRECIOUS METALS CORP UNSOLICITED TRADE,WPM,--,1.0,93.85,-93.85,0.0,--,--
08/14/25,08/14/25,08/15/25,Sold,INTEL CORP UNSOLICITED TRADE,INTC,--,-1.0,22.12,22.12,0.0,--,--
08/14/25,08/14/25,08/15/25,Bought,IONQ INC UNSOLICITED TRADE,IONQ,--,2.0,39.97,-79.94,0.0,--,--
08/14/25,08/14/25,08/15/25,Sold,JPMORGAN CHASE & CO UNSOLICITED TRADE,JPM,--,-1.0,292.4,292.4,0.0,--,--
08/14/25,08/14/25,08/15/25,Sold,AMAZON COM INC UNSOLICITED TRADE,AMZN,--,-1.0,227.21,227.21,0.0,--,--
08/13/25,08/13/25,08/14/25,Bought,IONQ INC UNSOLICITED TRADE,IONQ,--,1.0,41.1,-41.1,0.0,--,--
08/13/25,08/13/25,08/14/25,Sold,PAYPAL HLDGS INC COM UNSOLICITED TRADE,PYPL,--,-9.0,70.15,631.35,0.0,--,--
08/13/25,08/13/25,08/14/25,Sold,PONY AI INC ADR UNSOLICITED TRADE,PONY,--,-3.0,15.51,46.53,0.0,--,--
08/13/25,08/13/25,08/14/25,Bought,PETROLEO BRASILEIRO SA UNSOLICITED TRADE,PBR,--,1.0,12.22,-12.22,0.0,--,--
08/13/25,08/13/25,08/14/25,Bought,IONQ INC UNSOLICITED TRADE,IONQ,--,1.0,41.82,-41.82,0.0,--,--
08/13/25,08/13/25,08/14/25,Bought,NEOS NASDAQ-100 HIGH INC ETF UNSOLICITED TRADE,QQQI,--,1.0,54.03,-54.03,0.0,--,--
08/12/25,08/12/25,08/12/25,Transfer,TRNSFR CASH TO MARGIN,--,--,,,1.36,0.0,--,--
08/12/25,08/12/25,08/12/25,Transfer,TRNSFR CASH TO MARGIN,--,--,,,-1.36,0.0,--,--
08/12/25,08/12/25,08/12/25,Qualified Dividend,TEXAS INSTRUMENTS REC 08/12/25 PAY 08/12/25 RATE 0.00000000 QTY 0.00000000,TXN,--,,,1.36,0.0,--,--
08/12/25,08/12/25,08/13/25,Sold,DWAVE QUANTUM INC UNSOLICITED TRADE,QBTS,--,-4.0,18.55,74.2,0.0,--,--
08/12/25,08/12/25,08/13/25,Sold,QUANTUM COMPUTING INC UNSOLICITED TRADE,QUBT,--,-30.0,16.52,495.6,0.0,--,--
08/12/25,08/12/25,08/13/25,Sold,UPEXI INC NEW UNSOLICITED TRADE,UPXI,--,-3.0,6.37,19.11,0.0,--,--
08/12/25,08/12/25,08/13/25,Bought,NEW FORTRESS ENERGY INC UNSOLICITED TRADE,NFE,--,10.0,2.41,-24.1,0.0,--,--
08/12/25,08/12/25,08/13/25,Bought,UPEXI INC NEW UNSOLICITED TRADE,UPXI,--,2.0,5.55,-11.1,0.0,--,--
08/12/25,08/12/25,08/13/25,Bought,UPSTART HLDGS INC UNSOLICITED TRADE,UPST,--,2.0,62.5,-125.0,0.0,--,--
08/12/25,08/12/25,08/13/25,Bought,PONY AI INC ADR UNSOLICITED TRADE,PONY,--,2.0,13.37,-26.74,0.0,--,--
08/12/25,08/12/25,08/13/25,Sold,FRONTIER GROUP HLDGS INC UNSOLICITED TRADE,ULCC,--,-5.0,3.67,18.35,0.0,--,--
08/12/25,08/12/25,08/13/25,Sold,WELLS FARGO & CO NEW UNSOLICITED TRADE,WFC,--,-3.0,78.75,236.25,0.0,--,--
08/11/25,08/11/25,08/12/25,Bought,UPSTART HLDGS INC UNSOLICITED TRADE,UPST,--,1.0,64.0,-64.0,0.0,--,--
08/11/25,08/11/25,08/12/25,Bought,ARRAY TECHNOLOGIES INC COM SHS UNSOLICITED TRADE,ARRY,--,4.0,5.47,-21.88,0.0,--,--
08/11/25,08/11/25,08/12/25,Bought,FRONTIER GROUP HLDGS INC UNSOLICITED TRADE,ULCC,--,3.0,3.29,-9.87,0.0,--,--
08/11/25,08/11/25,08/12/25,Bought,UPSTART HLDGS INC UNSOLICITED TRADE,UPST,--,1.0,65.0,-65.0,0.0,--,--
08/11/25,08/11/25,08/12/25,Bought,T1 ENERGY INC NEW UNSOLICITED TRADE,TE,--,1.0,1.24,-1.24,0.0,--,--
08/11/25,08/11/25,08/12/25,Bought,FRONTIER GROUP HLDGS INC UNSOLICITED TRADE,ULCC,--,2.0,3.32,-6.64,0.0,--,--
08/11/25,08/11/25,08/12/25,Bought,UPEXI INC NEW UNSOLICITED TRADE,UPXI,--,1.0,5.91,-5.91,0.0,--,--
08/11/25,08/11/25,08/12/25,Sold,U S BANCORP COM NEW UNSOLICITED TRADE,USB,--,-3.0,44.8,134.4,0.0,--,--
08/11/25,08/11/25,08/12/25,Bought,T1 ENERGY INC NEW UNSOLICITED TRADE,TE,--,1.0,1.25,-1.25,0.0,--,--
08/11/25,08/11/25,08/12/25,Sold,INTEL CORP UNSOLICITED TRADE,INTC,--,-9.0,20.9,188.1,0.0,--,--
08/11/25,08/11/25,08/12/25,Bought,ARRAY TECHNOLOGIES INC COM SHS UNSOLICITED TRADE,ARRY,--,3.0,5.58,-16.74,0.0,--,--
08/11/25,08/11/25,08/12/25,Bought,UPEXI INC NEW UNSOLICITED TRADE,UPXI,--,1.0,6.21,-6.21,0.0,--,--
08/11/25,08/11/25,08/12/25,Bought,WHEATON PRECIOUS METALS CORP UNSOLICITED TRADE,WPM,--,1.0,96.0,-96.0,0.0,--,--
08/08/25,08/08/25,08/11/25,Bought,ARRAY TECHNOLOGIES INC COM SHS UNSOLICITED TRADE,ARRY,--,1.0,5.55,-5.55,0.0,--,--
08/08/25,08/08/25,08/11/25,Bought,ARRAY TECHNOLOGIES INC COM SHS UNSOLICITED TRADE,ARRY,--,1.0,5.65,-5.65,0.0,--,--
08/08/25,08/08/25,08/11/25,Bought,UPSTART HLDGS INC UNSOLICITED TRADE,UPST,--,1.0,69.17,-69.17,0.0,--,--
08/08/25,08/08/25,08/11/25,Bought,OPENDOOR TECHNOLOGIES INC UNSOLICITED TRADE,OPEN,--,1.0,1.94,-1.94,0.0,--,--
08/08/25,08/08/25,08/11/25,Bought,PLUG POWER INC UNSOLICITED TRADE,PLUG,--,1.0,1.506,-1.51,0.0,--,--
08/08/25,08/08/25,08/11/25,Bought,AMERICAN AIRLS GROUP INC UNSOLICITED TRADE,AAL,--,1.0,11.72,-11.72,0.0,--,--
08/08/25,08/08/25,08/11/25,Bought,T1 ENERGY INC NEW UNSOLICITED TRADE,TE,--,1.0,1.33,-1.33,0.0,--,--
08/08/25,08/08/25,08/11/25,Bought,NEW FORTRESS ENERGY INC UNSOLICITED TRADE,NFE,--,10.0,2.79,-27.9,0.0,--,--
08/08/25,08/08/25,08/11/25,Bought,PAYPAL HLDGS INC COM UNSOLICITED TRADE,PYPL,--,5.0,68.39,-341.95,0.0,--,--
08/08/25,08/08/25,08/11/25,Bought,FRONTIER GROUP HLDGS INC UNSOLICITED TRADE,ULCC,--,1.0,3.51,-3.51,0.0,--,--
08/08/25,08/08/25,08/11/25,Bought,ARRAY TECHNOLOGIES INC COM SHS UNSOLICITED TRADE,ARRY,--,1.0,5.91,-5.91,0.0,--,--
08/08/25,08/08/25,08/11/25,Bought,PONY AI INC ADR UNSOLICITED TRADE,PONY,--,1.0,14.62,-14.62,0.0,--,--
08/08/25,08/08/25,08/11/25,Bought,AMAZON COM INC UNSOLICITED TRADE,AMZN,--,1.0,222.59,-222.59,0.0,--,--
08/08/25,08/08/25,08/11/25,Sold,SOLAREDGE TECHNOLOGIES INC UNSOLICITED TRADE,SEDG,--,-10.0,25.38,253.8,0.0,--,--
08/08/25,08/08/25,08/11/25,Bought,PAYPAL HLDGS INC COM UNSOLICITED TRADE,PYPL,--,2.0,68.05,-136.1,0.0,--,--
08/08/25,08/08/25,08/11/25,Bought,DWAVE QUANTUM INC UNSOLICITED TRADE,QBTS,--,2.0,16.86,-33.72,0.0,--,--
08/07/25,08/07/25,08/08/25,Bought,WELLS FARGO & CO NEW UNSOLICITED TRADE,WFC,--,1.0,76.87,-76.87,0.0,--,--
08/07/25,08/07/25,08/08/25,Bought,DWAVE QUANTUM INC UNSOLICITED TRADE,QBTS,--,1.0,16.6,-16.6,0.0,--,--
08/07/25,08/07/25,08/08/25,Bought,QUANTUM COMPUTING INC UNSOLICITED TRADE,QUBT,--,10.0,15.8,-158.0,0.0,--,--
08/07/25,08/07/25,08/08/25,Sold,ENPHASE ENERGY UNSOLICITED TRADE,ENPH,--,-1.0,31.07,31.07,0.0,--,--
08/07/25,08/07/25,08/08/25,Bought,U S BANCORP COM NEW UNSOLICITED TRADE,USB,--,1.0,44.0,-44.0,0.0,--,--
08/07/25,08/07/25,08/08/25,Bought,WELLS FARGO & CO NEW UNSOLICITED TRADE,WFC,--,1.0,76.9,-76.9,0.0,--,--
08/07/25,08/07/25,08/08/25,Bought,INTEL CORP UNSOLICITED TRADE,INTC,--,5.0,19.7,-98.5,0.0,--,--
08/07/25,08/07/25,08/08/25,Sold,UPSTART HLDGS INC UNSOLICITED TRADE,UPST,--,-1.0,70.03,70.03,0.0,--,--
08/07/25,08/07/25,08/08/25,Bought,QUANTUM COMPUTING INC UNSOLICITED TRADE,QUBT,--,10.0,16.01,-160.1,0.0,--,--
08/07/25,08/07/25,08/08/25,Bought,WELLS FARGO & CO NEW UNSOLICITED TRADE,WFC,--,1.0,77.1,-77.1,0.0,--,--
08/07/25,08/07/25,08/08/25,Bought,U S BANCORP COM NEW UNSOLICITED TRADE,USB,--,1.0,44.2,-44.2,0.0,--,--
08/07/25,08/07/25,08/08/25,Sold,HIMS & HERS HEALTH INC COM CL UNSOLICITED TRADE,HIMS,--,-1.0,53.07,53.07,0.0,--,--
08/07/25,08/07/25,08/08/25,Bought,INTEL CORP UNSOLICITED TRADE,INTC,--,1.0,19.75,-19.75,0.0,--,--
08/07/25,08/07/25,08/08/25,Bought,PAYPAL HLDGS INC COM UNSOLICITED TRADE,PYPL,--,1.0,69.0,-69.0,0.0,--,--
08/07/25,08/07/25,08/08/25,Sold,TAIWAN SMCNDCTR MFG CO LTD ADR UNSOLICITED TRADE,TSM,--,-1.0,244.0,244.0,0.0,--,--
08/07/25,08/07/25,08/08/25,Sold,UPSTART HLDGS INC UNSOLICITED TRADE,UPST,--,-3.0,70.0,210.0,0.0,--,--
08/07/25,08/07/25,08/08/25,Sold,TEXAS INSTRUMENTS UNSOLICITED TRADE,TXN,--,-1.0,187.33,187.33,0.0,--,--
08/07/25,08/07/25,08/08/25,Bought,SOLAREDGE TECHNOLOGIES INC UNSOLICITED TRADE,SEDG,--,1.0,23.02,-23.02,0.0,--,--
08/07/25,08/07/25,08/08/25,Bought,U S BANCORP COM NEW UNSOLICITED TRADE,USB,--,1.0,44.33,-44.33,0.0,--,--
08/07/25,08/07/25,08/08/25,Bought,SOLAREDGE TECHNOLOGIES INC UNSOLICITED TRADE,SEDG,--,1.0,23.27,-23.27,0.0,--,--
08/07/25,08/07/25,08/08/25,Bought,SOLAREDGE TECHNOLOGIES INC UNSOLICITED TRADE,SEDG,--,1.0,23.7,-23.7,0.0,--,--
08/07/25,08/07/25,08/08/25,Bought,SOLAREDGE TECHNOLOGIES INC UNSOLICITED TRADE,SEDG,--,1.0,24.1,-24.1,0.0,--,--
08/07/25,08/07/25,08/08/25,Bought,SOLAREDGE TECHNOLOGIES INC UNSOLICITED TRADE,SEDG,--,1.0,24.6,-24.6,0.0,--,--
08/07/25,08/07/25,08/08/25,Bought,SOLAREDGE TECHNOLOGIES INC UNSOLICITED TRADE,SEDG,--,1.0,24.5,-24.5,0.0,--,--
08/07/25,08/07/25,08/08/25,Bought,SOLAREDGE TECHNOLOGIES INC UNSOLICITED TRADE,SEDG,--,1.0,23.55,-23.55,0.0,--,--
08/07/25,08/07/25,08/08/25,Bought,ENPHASE ENERGY UNSOLICITED TRADE,ENPH,--,1.0,31.54,-31.54,0.0,--,--
08/07/25,08/07/25,08/08/25,Bought,SOLAREDGE TECHNOLOGIES INC UNSOLICITED TRADE,SEDG,--,1.0,24.78,-24.78,0.0,--,--
08/07/25,08/07/25,08/08/25,Bought,SOLAREDGE TECHNOLOGIES INC UNSOLICITED TRADE,SEDG,--,1.0,24.5,-24.5,0.0,--,--
08/07/25,08/07/25,08/08/25,Bought,PAYPAL HLDGS INC COM UNSOLICITED TRADE,PYPL,--,1.0,69.1,-69.1,0.0,--,--
08/07/25,08/07/25,08/08/25,Bought,INTEL CORP UNSOLICITED TRADE,INTC,--,2.0,19.96,-39.92,0.0,--,--
08/07/25,08/07/25,08/08/25,Sold,TAIWAN SMCNDCTR MFG CO LTD ADR UNSOLICITED TRADE,TSM,--,-1.0,244.89,244.89,0.0,--,--
08/07/25,08/07/25,08/08/25,Bought,SOLAREDGE TECHNOLOGIES INC UNSOLICITED TRADE,SEDG,--,1.0,24.7,-24.7,0.0,--,--
08/07/25,08/07/25,08/08/25,Bought,DWAVE QUANTUM INC UNSOLICITED TRADE,QBTS,--,1.0,16.68,-16.68,0.0,--,--
08/07/25,08/07/25,08/08/25,Bought,SOLAREDGE TECHNOLOGIES INC UNSOLICITED TRADE,SEDG,--,1.0,25.99,-25.99,0.0,--,--
08/07/25,08/07/25,08/08/25,Sold,UBS GROUP AG SHS UNSOLICITED TRADE,UBS,--,-1.0,39.06,39.06,0.0,--,--
08/06/25,08/06/25,08/06/25,Transfer,TRNSFR CASH TO MARGIN,--,--,,,402.7,0.0,--,--
08/06/25,08/06/25,08/06/25,Transfer,TRNSFR CASH TO MARGIN,--,--,,,-402.7,0.0,--,--
08/06/25,08/06/25,08/07/25,Bought,UPSTART HLDGS INC UNSOLICITED TRADE,UPST,--,1.0,67.6,-67.6,0.0,--,--
08/06/25,08/06/25,08/07/25,Bought,JPMORGAN CHASE & CO UNSOLICITED TRADE,JPM,--,1.0,291.07,-291.07,0.0,--,--
08/06/25,08/06/25,08/07/25,Bought,BEST BUY CO UNSOLICITED TRADE,BBY,--,1.0,67.35,-67.35,0.0,--,--
08/06/25,08/06/25,08/07/25,Bought,UBS GROUP AG SHS UNSOLICITED TRADE,UBS,--,1.0,38.13,-38.13,0.0,--,--
08/06/25,08/06/25,08/07/25,Bought,U S BANCORP COM NEW UNSOLICITED TRADE,USB,--,1.0,44.555,-44.56,0.0,--,--
08/06/25,08/06/25,08/07/25,Bought,WELLS FARGO & CO NEW UNSOLICITED TRADE,WFC,--,1.0,78.19,-78.19,0.0,--,--
08/06/25,08/06/25,08/07/25,Bought,UPSTART HLDGS INC UNSOLICITED TRADE,UPST,--,1.0,68.3,-68.3,0.0,--,--
08/06/25,08/06/25,08/07/25,Bought,ENPHASE ENERGY UNSOLICITED TRADE,ENPH,--,1.0,30.26,-30.26,0.0,--,--
08/06/25,08/06/25,08/07/25,Bought,QUANTUM COMPUTING INC UNSOLICITED TRADE,QUBT,--,10.0,16.17,-161.7,0.0,--,--
08/06/25,08/06/25,08/07/25,Bought,HIMS & HERS HEALTH INC COM CL UNSOLICITED TRADE,HIMS,--,1.0,50.705,-50.71,0.0,--,--
08/06/25,08/06/25,08/07/25,Bought,UPSTART HLDGS INC UNSOLICITED TRADE,UPST,--,1.0,68.7,-68.7,0.0,--,--
08/06/25,08/06/25,08/07/25,Bought,QUANTUM COMPUTING INC UNSOLICITED TRADE,QUBT,--,2.0,16.14,-32.28,0.0,--,--
08/06/25,08/06/25,08/07/25,Bought,DWAVE QUANTUM INC UNSOLICITED TRADE,QBTS,--,1.0,17.63,-17.63,0.0,--,--
08/06/25,08/06/25,08/07/25,Bought,BIOLARGO INC UNSOLICITED TRADE,BLGO,--,100.0,0.169,-21.82,4.95,--,--
08/06/25,08/06/25,08/07/25,Bought,UPSTART HLDGS INC UNSOLICITED TRADE,UPST,--,1.0,69.35,-69.35,0.0,--,--
08/06/25,08/06/25,08/07/25,Bought,QUANTUM COMPUTING INC UNSOLICITED TRADE,QUBT,--,4.0,16.04,-64.16,0.0,--,--
08/06/25,08/06/25,08/07/25,Bought,INTEL CORP UNSOLICITED TRADE,INTC,--,1.0,20.147,-20.15,0.0,--,--
08/06/25,08/06/25,08/07/25,Bought,TAIWAN SMCNDCTR MFG CO LTD ADR UNSOLICITED TRADE,TSM,--,1.0,229.56,-229.56,0.0,--,--
08/06/25,08/06/25,08/07/25,Sold,PAYPAL HLDGS INC COM UNSOLICITED TRADE,PYPL,--,-9.0,69.157,622.42,0.0,--,--
08/06/25,08/06/25,08/07/25,Sold,TESLA INC UNSOLICITED TRADE,TSLA,--,-1.0,317.68,317.68,0.0,--,--
08/05/25,08/05/25,08/06/25,Sold,UPSTART HLDGS INC UNSOLICITED TRADE,UPST,--,-1.0,82.62,82.62,0.0,--,--
08/05/25,08/05/25,08/06/25,Bought,BIOLARGO INC UNSOLICITED TRADE,BLGO,--,100.0,0.17,-21.92,4.95,--,--
08/05/25,08/05/25,08/06/25,Bought,INTEL CORP UNSOLICITED TRADE,INTC,--,1.0,20.405,-20.41,0.0,--,--
08/05/25,08/05/25,08/06/25,Bought,UNITED PARCEL SER INC CL-B UNSOLICITED TRADE,UPS,--,1.0,85.51,-85.51,0.0,--,--
08/05/25,08/05/25,08/06/25,Bought,QUANTUM COMPUTING INC UNSOLICITED TRADE,QUBT,--,2.0,16.67,-33.34,0.0,--,--
08/05/25,08/05/25,08/06/25,Bought,BIOLARGO INC UNSOLICITED TRADE,BLGO,--,100.0,0.175,-22.45,4.95,--,--
08/05/25,08/05/25,08/06/25,Sold,SYMBOTIC INC CLASS A UNSOLICITED TRADE,SYM,--,-1.0,64.015,64.02,0.0,--,--
08/05/25,08/05/25,08/06/25,Bought,PAYPAL HLDGS INC COM UNSOLICITED TRADE,PYPL,--,4.0,67.57,-270.28,0.0,--,--
08/05/25,08/05/25,08/06/25,Sold,DWAVE QUANTUM INC UNSOLICITED TRADE,QBTS,--,-1.0,18.861,18.86,0.0,--,--
08/05/25,08/05/25,08/06/25,Bought,PAYPAL HLDGS INC COM UNSOLICITED TRADE,PYPL,--,3.0,67.6,-202.8,0.0,--,--
08/05/25,08/05/25,08/06/25,Bought,PAYPAL HLDGS INC COM UNSOLICITED TRADE,PYPL,--,2.0,67.7,-135.4,0.0,--,--
08/05/25,08/05/25,08/06/25,Bought,QUANTUM COMPUTING INC UNSOLICITED TRADE,QUBT,--,1.0,16.75,-16.75,0.0,--,--
07/31/25,07/31/25,07/31/25,Interest Income,MORGAN STANLEY BANK N.A. (Period 07/01-07/31),MSBNK,--,,,0.01,0.0,--,--
07/24/25,07/24/25,07/24/25,Adjustment,TRNSFR CASH TO MARGIN,--,--,,,186.0,0.0,--,--
07/24/25,07/24/25,07/24/25,Adjustment,TRNSFR CASH TO MARGIN,--,--,,,-186.0,0.0,--,--
07/23/25,07/23/25,07/24/25,Bought,TEXAS INSTRUMENTS UNSOLICITED TRADE,TXN,--,1.0,186.0,-186.0,0.0,--,--
07/14/25,07/14/25,07/14/25,Adjustment,TRNSFR CASH TO MARGIN,--,--,,,347.47,0.0,--,--
07/14/25,07/14/25,07/14/25,Adjustment,TRNSFR CASH TO MARGIN,--,--,,,-347.47,0.0,--,--
07/11/25,07/11/25,07/14/25,Bought,PAYPAL HLDGS INC COM UNSOLICITED TRADE,PYPL,--,1.0,71.62,-71.62,0.0,--,--
07/11/25,07/11/25,07/14/25,Bought,TAIWAN SMCNDCTR MFG CO LTD ADR UNSOLICITED TRADE,TSM,--,1.0,230.1,-230.1,0.0,--,--
07/11/25,07/11/25,07/14/25,Bought,DWAVE QUANTUM INC UNSOLICITED TRADE,QBTS,--,1.0,15.2,-15.2,0.0,--,--
07/11/25,07/11/25,07/14/25,Bought,QUANTUM COMPUTING INC UNSOLICITED TRADE,QUBT,--,1.0,18.1,-18.1,0.0,--,--
07/11/25,07/11/25,07/14/25,Bought,RIGETTI COMPUTING INC UNSOLICITED TRADE,RGTI,--,1.0,12.45,-12.45,0.0,--,--
07/09/25,07/09/25,07/09/25,Adjustment,TRNSFR MARGIN TO CASH,--,--,,,-103.44,0.0,--,--
07/09/25,07/09/25,07/09/25,Adjustment,TRNSFR MARGIN TO CASH,--,--,,,103.44,0.0,--,--
07/08/25,07/08/25,07/09/25,Sold Short,CALL LAC    08/15/25     2.500,LAC,--,-3.0,0.35,103.44,1.55,--,--
07/02/25,07/02/25,07/02/25,Adjustment,TRNSFR CASH TO MARGIN,--,--,,,295.0,0.0,--,--
07/02/25,07/02/25,07/02/25,Adjustment,TRNSFR CASH TO MARGIN,--,--,,,-295.0,0.0,--,--
07/01/25,07/01/25,07/01/25,Adjustment,TRNSFR CASH TO MARGIN,--,--,,,18.13,0.0,--,--
07/01/25,07/01/25,07/01/25,Adjustment,TRNSFR CASH TO MARGIN,--,--,,,-18.13,0.0,--,--
07/01/25,07/01/25,07/02/25,Bought,TESLA INC UNSOLICITED TRADE,TSLA,--,1.0,295.0,-295.0,0.0,--,--
06/30/25,06/30/25,06/30/25,Interest Income,MORGAN STANLEY BANK N.A. (Period 06/04-06/30),MSBNK,--,,,0.01,0.0,--,--
06/30/25,06/30/25,06/30/25,Margin Interest,Thru 06/30/25 for 4 days,--,--,,,-18.13,0.0,--,--
06/23/25,06/23/25,06/23/25,Adjustment,TRNSFR CASH TO MARGIN,--,--,,,214.95,0.0,--,--
06/23/25,06/23/25,06/23/25,Adjustment,TRNSFR CASH TO MARGIN,--,--,,,-214.95,0.0,--,--
06/23/25,06/23/25,06/20/25,Option Expired,CALL LAC    06/20/25     3.000,LAC,--,3.0,,0.0,0.0,--,--
06/20/25,06/20/25,06/20/25,Qualified Dividend,NEWMONT CORPORATION REC 06/20/25 PAY 06/20/25 RATE 0.00000000 QTY 0.00000000,NEM,--,,,0.25,0.0,--,--
06/20/25,06/20/25,06/23/25,Bought,BIOLARGO INC UNSOLICITED TRADE,BLGO,--,1000.0,0.21,-214.95,4.95,--,--
06/18/25,06/18/25,06/18/25,Adjustment,TRNSFR MARGIN TO CASH,--,--,,,-17.98,0.0,--,--
06/18/25,06/18/25,06/18/25,Adjustment,TRNSFR MARGIN TO CASH,--,--,,,17.98,0.0,--,--
06/18/25,06/18/25,06/18/25,Dividend,PROSPECT CAPITAL CORP,PSEC,--,,,13.55,0.0,--,--
06/18/25,06/18/25,06/18/25,Substitute Dividend,PROSPECT CAPITAL CORP,PSEC,--,,,148.5,0.0,--,--
06/17/25,06/17/25,06/18/25,Sold,INNEOVA HOLDINGS LTD UNSOLICITED TRADE,INEO,--,-100.0,1.75,174.98,0.0,--,--
06/17/25,06/17/25,06/18/25,Bought,INNEOVA HOLDINGS LTD UNSOLICITED TRADE,INEO,--,100.0,1.57,-157.0,0.0,--,--
06/16/25,06/16/25,06/16/25,Adjustment,TRNSFR CASH TO MARGIN,--,--,,,52.43,0.0,--,--
06/16/25,06/16/25,06/16/25,Adjustment,TRNSFR CASH TO MARGIN,--,--,,,-52.43,0.0,--,--
06/13/25,06/13/25,06/13/25,Dividend,REALTY INCOME CORP REC 06/13/25 PAY 06/13/25 RATE 0.00000000 QTY 0.00000000,O,--,,,53.97,0.0,--,--
06/13/25,06/13/25,06/16/25,Bought,UPSTART HLDGS INC UNSOLICITED TRADE,UPST,--,1.0,52.43,-52.43,0.0,--,--
06/11/25,06/11/25,06/11/25,Adjustment,TRNSFR CASH TO MARGIN,--,--,,,29.5,0.0,--,--
06/11/25,06/11/25,06/11/25,Adjustment,TRNSFR CASH TO MARGIN,--,--,,,-29.5,0.0,--,--
06/10/25,06/10/25,06/10/25,Dividend,AGNC INVESTMENT CORP REC 06/10/25 PAY 06/10/25 RATE 0.00000000 QTY 0.00000000,AGNC,--,,,0.12,0.0,--,--
06/10/25,06/10/25,06/11/25,Bought,SYMBOTIC INC CLASS A UNSOLICITED TRADE,SYM,--,1.0,29.5,-29.5,0.0,--,--
06/06/25,06/06/25,06/06/25,Adjustment,TRNSFR MARGIN TO CASH,--,--,,,-5582.6,0.0,--,--
06/06/25,06/06/25,06/06/25,Adjustment,TRNSFR MARGIN TO CASH,--,--,,,5582.6,0.0,--,--
06/05/25,06/05/25,06/05/25,Adjustment,TRNSFR MARGIN TO CASH,--,--,,,-22083.7,0.0,--,--
06/05/25,06/05/25,06/05/25,Adjustment,TRNSFR MARGIN TO CASH,--,--,,,22083.7,0.0,--,--
06/05/25,06/05/25,06/05/25,Online Transfer,ACH WITHDRAWL  REFID:139635812906;,--,--,,,-35060.0,0.0,--,--
06/05/25,06/05/25,06/06/25,Sold,T1 ENERGY INC NEW UNSOLICITED TRADE,TE,--,-700.0,1.1,769.88,0.0,--,--
06/05/25,06/05/25,06/06/25,Sold,PROSPECT CAPITAL CORP UNSOLICITED TRADE,PSEC,--,-3601.0,3.185,11468.59,0.0,--,--
06/04/25,06/04/25,06/04/25,Adjustment,TRNSFR MARGIN TO CASH,--,--,,,-8602.05,0.0,--,--
06/04/25,06/04/25,06/04/25,Adjustment,TRNSFR MARGIN TO CASH,--,--,,,8602.05,0.0,--,--
06/04/25,06/04/25,06/05/25,Sold,REALTY INCOME CORP UNSOLICITED TRADE,O,--,-1.0,56.05,56.05,0.0,--,--
06/04/25,06/04/25,06/05/25,Sold,REALTY INCOME CORP UNSOLICITED TRADE,O,--,-200.0,55.94,11187.97,0.0,--,--
06/04/25,06/04/25,06/05/25,Bought To Cover,CALL O      06/20/25    57.500,O,--,2.0,0.27,-55.03,1.03,--,--
06/04/25,06/04/25,06/05/25,Sold,TWO HBRS INVT CORP UNSOLICITED TRADE,TWO,--,-400.0,10.54,4215.93,0.0,--,--
06/04/25,06/04/25,06/05/25,Sold,PIMCO CORPORATE & INCOME OPPOR UNSOLICITED TRADE,PTY,--,-1.0,13.9,13.9,0.0,--,--
